generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,utopian,8867,care,true,true,true,true,0,0,0,0,0.804,0,0,0,0,0,0,mediator,0.3243033034314551,proactive,utopian,0.7900383508592494,pref_care,true,true,true,1
1,utopian,8868,apriori,true,true,true,true,99,86,0,0,0.518,1,74,1,0,0,0,disruptor,0.5607195035578171,reactive,utopian,0.5977676208988951,pref_apriori,true,true,true,1
1,utopian,8869,apriori,true,true,true,true,0,0,0,0,0.503,0,0,0,0,0,0,disruptor,0.4748767402468853,reactive,utopian,0.5866331071566759,pref_apriori,true,true,true,1
1,utopian,8870,epistemic,true,true,true,true,0,0,0,0,0.932,0,0,0,0,0,0,disruptor,0.1737050088086416,reactive,utopian,0.7009918110923186,pref_epistemic,true,true,true,1
1,utopian,8871,apriori,true,true,true,true,99,62,0,0,0.463,1,26,1,0,0,0,disruptor,0.4969288284322191,reactive,utopian,0.6202662578170925,pref_apriori,true,true,true,1
1,utopian,8872,apriori,true,true,true,true,0,0,0,0,0.314,0,0,0,0,0,0,responder,0.012386012391390144,reactive,utopian,0.44449497761687345,pref_apriori,true,true,true,1
1,utopian,8873,care,true,true,true,true,0,0,0,0,0.364,0,0,0,0,0,0,mediator,0.4530904157389759,proactive,utopian,0.5917880017751522,pref_care,true,true,true,1
1,utopian,8874,legal,true,true,true,true,99,94,0,0,0.598,1,90,1,0,0,0,responder,0.7982418444414188,reactive,utopian,0.701936323936051,pref_legal,true,true,true,1
1,utopian,8875,legal,true,true,true,true,0,0,0,0,0.633,0,0,0,0,0,0,responder,0.7891325780105004,proactive,utopian,0.696856595295746,pref_legal,true,true,true,1
1,utopian,8876,legal,true,true,true,true,0,0,0,0,0.642,0,0,0,0,0,0,initiator,0.3332294398630453,proactive,utopian,0.6923888578785423,pref_legal,true,true,true,1
1,utopian,8877,epistemic,true,true,true,true,0,0,0,0,0.403,0,0,0,0,0,0,initiator,0.31960921138136356,reactive,utopian,0.4807905296625752,pref_epistemic,true,true,true,1
1,utopian,8878,apriori,true,true,true,true,0,0,0,0,0.442,0,0,0,0,0,0,initiator,0.7633653596053463,proactive,utopian,0.6830216522723442,pref_apriori,true,true,true,1
1,utopian,8879,apriori,true,true,true,true,0,0,0,0,0.567,0,0,0,0,0,0,disruptor,0.8550492914076556,reactive,utopian,0.4866490695408461,pref_apriori,true,true,true,1
1,utopian,8880,epistemic,true,true,true,true,0,0,0,0,0.569,0,0,0,0,0,0,disruptor,0.5263718426997483,proactive,utopian,0.7667412476384554,pref_epistemic,true,true,true,1
1,utopian,8881,legal,true,true,true,true,297,160,0,0,0.810,1,26,1,0,0,0,disruptor,0.9635151231334877,reactive,utopian,0.42101153446173717,pref_legal,true,true,true,1
1,utopian,8882,epistemic,true,true,true,true,297,201,1,1,0.358,1,107,0,1,0,0,mediator,0.416523203646069,proactive,utopian,0.7882068216275704,pref_epistemic,true,true,true,1
1,utopian,8883,care,true,true,true,true,198,136,1,1,0.744,2,73,1,1,0,0,initiator,0.04157420302437875,proactive,utopian,0.6576249275127097,pref_care,true,true,true,1
1,utopian,8884,apriori,true,true,true,true,0,0,0,0,0.402,0,0,0,0,0,0,initiator,0.6288940466031789,proactive,utopian,0.5602255929450408,pref_apriori,true,true,true,1
1,utopian,8885,care,true,true,true,true,198,172,0,0,0.460,2,96,2,0,0,0,initiator,0.875856627379076,reactive,utopian,0.4264138137091162,pref_care,true,true,true,1
1,utopian,8886,epistemic,true,true,true,true,99,31,1,1,0.490,1,0,0,1,0,0,disruptor,0.9264985816725219,proactive,utopian,0.4886667875252399,pref_epistemic,true,true,true,1
1,utopian,8887,legal,true,true,true,true,99,34,1,1,0.676,1,0,0,1,0,0,disruptor,0.1100569350405135,reactive,utopian,0.5110888211524746,pref_legal,true,true,true,1
1,utopian,8888,epistemic,true,true,true,true,99,94,0,0,0.875,1,89,1,0,0,0,disruptor,0.018536112534015547,reactive,utopian,0.7724387917634904,pref_epistemic,true,true,true,1
1,utopian,8889,legal,true,true,true,true,0,0,0,0,0.959,0,0,0,0,0,0,mediator,0.4870864334982664,reactive,utopian,0.7162644571013677,pref_legal,true,true,true,1
1,utopian,8890,legal,true,true,true,true,297,172,1,1,0.787,1,48,0,1,0,0,mediator,0.7173138371858178,reactive,utopian,0.6511880645457006,pref_legal,true,true,true,1
1,utopian,8891,epistemic,true,true,true,true,99,44,0,0,0.968,1,1,1,0,0,0,mediator,0.665855022870605,proactive,utopian,0.6589188961538275,pref_epistemic,true,true,true,1
1,utopian,8892,apriori,true,true,true,true,99,95,0,0,0.899,1,92,1,0,0,0,responder,0.38551006000853694,proactive,utopian,0.40596132402375823,pref_apriori,true,true,true,1
1,utopian,8893,apriori,true,true,true,true,198,157,0,0,0.874,1,117,1,0,0,0,responder,0.8494524105710538,proactive,utopian,0.4233267621198875,pref_apriori,true,true,true,1
1,utopian,8895,apriori,true,true,true,true,297,195,1,1,0.977,2,96,1,1,0,0,mediator,0.808451721276682,proactive,utopian,0.5473339494739035,pref_apriori,true,true,true,1
1,utopian,8896,apriori,true,true,true,true,0,0,0,0,0.692,0,0,0,0,0,0,disruptor,0.47887767655625557,proactive,utopian,0.7609284024995437,pref_apriori,true,true,true,1
1,utopian,8897,epistemic,true,true,true,true,0,0,0,0,0.924,0,0,0,0,0,0,mediator,0.4450743300333496,reactive,utopian,0.6111107467976064,pref_epistemic,true,true,true,1
1,utopian,8898,legal,true,true,true,true,198,87,1,1,0.996,1,0,0,1,0,0,mediator,0.8134785511482383,proactive,utopian,0.7524014712163243,pref_legal,true,true,true,1
1,utopian,8899,epistemic,true,true,true,true,99,55,1,1,0.665,1,17,0,1,0,0,disruptor,0.8887665886635132,reactive,utopian,0.6390800952153027,pref_epistemic,true,true,true,1
1,utopian,8900,care,true,true,true,true,0,0,0,0,0.589,0,0,0,0,0,0,mediator,0.6898618113710725,reactive,utopian,0.6943081745534843,pref_care,true,true,true,1
1,utopian,8901,legal,true,true,true,true,198,111,0,0,0.400,1,29,1,0,0,0,responder,0.5473022245436544,proactive,utopian,0.6995578100774247,pref_legal,true,true,true,1
1,utopian,8902,legal,true,true,true,true,0,0,0,0,0.660,0,0,0,0,0,0,responder,0.4127737968402716,reactive,utopian,0.6829941136655124,pref_legal,true,true,true,1
1,utopian,8903,legal,true,true,true,true,297,242,0,0,0.918,2,102,2,0,0,0,initiator,0.009510635366264508,reactive,utopian,0.5557543473351073,pref_legal,true,true,true,1
1,utopian,8904,legal,true,true,true,true,297,218,0,0,0.582,1,140,1,0,0,0,mediator,0.6792859370733857,reactive,utopian,0.4749144541584287,pref_legal,true,true,true,1
1,utopian,8905,epistemic,true,true,true,true,198,144,0,0,0.510,1,92,1,0,0,0,initiator,0.47953000488381603,reactive,utopian,0.6269756728991716,pref_epistemic,true,true,true,1
1,utopian,8906,apriori,true,true,true,true,297,106,1,1,0.603,1,1,0,1,0,0,responder,0.5408291317633019,proactive,utopian,0.5411656329252054,pref_apriori,true,true,true,1
1,utopian,8907,legal,true,true,true,true,0,0,0,0,0.901,0,0,0,0,0,0,responder,0.6137799224351417,proactive,utopian,0.4900394414982885,pref_legal,true,true,true,1
1,utopian,8908,epistemic,true,true,true,true,0,0,0,0,0.464,0,0,0,0,0,0,initiator,0.6682364620581663,proactive,utopian,0.7398518909656351,pref_epistemic,true,true,true,1
1,utopian,8909,care,true,true,true,true,0,0,0,0,0.871,0,0,0,0,0,0,disruptor,0.4113680434816813,proactive,utopian,0.5269233079817918,pref_care,true,true,true,1
1,utopian,8910,care,true,true,true,true,0,0,0,0,0.575,0,0,0,0,0,0,mediator,0.9171006725584326,reactive,utopian,0.4986661776198025,pref_care,true,true,true,1
1,utopian,8911,care,true,true,true,true,99,84,0,0,0.831,1,71,1,0,0,0,responder,0.4946608475501515,reactive,utopian,0.5270125507085182,pref_care,true,true,true,1
1,utopian,8912,care,true,true,true,true,0,0,0,0,0.796,0,0,0,0,0,0,responder,0.886862646583979,reactive,utopian,0.7594321504974719,pref_care,true,true,true,1
1,utopian,8913,legal,true,true,true,true,0,0,0,0,0.363,0,0,0,0,0,0,initiator,0.12401104245893002,reactive,utopian,0.7046763639421161,pref_legal,true,true,true,1
1,utopian,8914,legal,true,true,true,true,0,0,0,0,0.704,0,0,0,0,0,0,responder,0.35476214874546064,reactive,utopian,0.691818171404971,pref_legal,true,true,true,1
1,utopian,8915,epistemic,true,true,true,true,297,145,1,1,0.977,1,16,0,1,0,0,mediator,0.8741028918570626,proactive,utopian,0.7783123750500606,pref_epistemic,true,true,true,1
1,utopian,8916,legal,true,true,true,true,198,75,0,0,0.517,1,2,1,0,0,0,disruptor,0.045952272468977484,reactive,utopian,0.47631461472085596,pref_legal,true,true,true,1
1,utopian,8917,care,true,true,true,true,0,0,0,0,0.812,0,0,0,0,0,0,mediator,0.41274397458152745,reactive,utopian,0.40155891221282053,pref_care,true,true,true,1
1,utopian,8918,legal,true,true,true,true,0,0,0,0,0.892,0,0,0,0,0,0,disruptor,0.5767534381633752,proactive,utopian,0.726354783952333,pref_legal,true,true,true,1
1,utopian,8920,epistemic,true,true,true,true,0,0,0,0,0.747,0,0,0,0,0,0,responder,0.0007170398335549777,reactive,utopian,0.7141811982573272,pref_epistemic,true,true,true,1
1,utopian,8921,legal,true,true,true,true,0,0,0,0,0.458,0,0,0,0,0,0,initiator,0.9686105235709568,reactive,utopian,0.7104503806734195,pref_legal,true,true,true,1
1,utopian,8922,apriori,true,true,true,true,0,0,0,0,0.670,0,0,0,0,0,0,initiator,0.6831675976026199,reactive,utopian,0.660746653613747,pref_apriori,true,true,true,1
1,utopian,8924,legal,true,true,true,true,99,32,1,1,0.486,1,1,0,1,0,0,initiator,0.29969896893407766,proactive,utopian,0.6824032398364621,pref_legal,true,true,true,1
1,utopian,8925,care,true,true,true,true,0,0,0,0,0.439,0,0,0,0,0,0,disruptor,0.8023258730406849,reactive,utopian,0.6502705678275769,pref_care,true,true,true,1
1,utopian,8926,epistemic,true,true,true,true,0,0,0,0,0.666,0,0,0,0,0,0,responder,0.8020905429553498,proactive,utopian,0.7114249147238063,pref_epistemic,true,true,true,1
1,utopian,8927,legal,true,true,true,true,297,165,1,1,0.638,1,34,0,1,0,0,responder,0.014706516168171757,proactive,utopian,0.6782548348353711,pref_legal,true,true,true,1
1,utopian,8928,apriori,true,true,true,true,0,0,0,0,0.590,0,0,0,0,0,0,responder,0.36657589414812486,proactive,utopian,0.7708244606919997,pref_apriori,true,true,true,1
1,utopian,8929,epistemic,true,true,true,true,0,0,0,0,0.529,0,0,0,0,0,0,disruptor,0.8694887754488765,reactive,utopian,0.6998171747927722,pref_epistemic,true,true,true,1
1,utopian,8930,apriori,true,true,true,true,0,0,0,0,0.971,0,0,0,0,0,0,initiator,0.9052385304731201,proactive,utopian,0.46208880620257653,pref_apriori,true,true,true,1
1,utopian,8931,legal,true,true,true,true,0,0,0,0,0.809,0,0,0,0,0,0,responder,0.2776872797311919,proactive,utopian,0.4729793591845738,pref_legal,true,true,true,1
1,utopian,8932,care,true,true,true,true,495,331,0,0,0.430,1,169,1,0,0,0,initiator,0.11501456764492968,proactive,utopian,0.4902907462335222,pref_care,true,true,true,1
1,utopian,8933,legal,true,true,true,true,99,94,0,0,0.451,1,89,1,0,0,0,mediator,0.8354474786542925,proactive,utopian,0.7319133645050229,pref_legal,true,true,true,1
1,utopian,8934,apriori,true,true,true,true,0,0,0,0,0.641,0,0,0,0,0,0,responder,0.9232468584787574,proactive,utopian,0.5567409772350063,pref_apriori,true,true,true,1
1,utopian,8935,apriori,true,true,true,true,495,249,1,1,0.993,1,8,0,1,0,0,disruptor,0.7841764155168466,proactive,utopian,0.6232944605552544,pref_apriori,true,true,true,1
1,utopian,8936,apriori,true,true,true,true,594,322,1,1,0.813,1,54,0,1,0,0,mediator,0.4018663536938478,proactive,utopian,0.6712188853271659,pref_apriori,true,true,true,1
1,utopian,8937,care,true,true,true,true,99,71,0,0,0.488,1,43,1,0,0,0,initiator,0.5126262635448781,reactive,utopian,0.5782183322031749,pref_care,true,true,true,1
1,utopian,8938,apriori,true,true,true,true,0,0,0,0,0.631,0,0,0,0,0,0,initiator,0.05520120830139641,reactive,utopian,0.6429469236927885,pref_apriori,true,true,true,1
1,utopian,8939,apriori,true,true,true,true,0,0,0,0,0.802,0,0,0,0,0,0,mediator,0.9651841980706952,proactive,utopian,0.6625072601152232,pref_apriori,true,true,true,1
1,utopian,8940,care,true,true,true,true,198,106,0,0,0.944,1,21,1,0,0,0,disruptor,0.7962796565927425,reactive,utopian,0.6576213642241178,pref_care,true,true,true,1
1,utopian,8941,care,true,true,true,true,198,112,0,0,0.484,1,36,1,0,0,0,initiator,0.7557011541542641,proactive,utopian,0.7038771060489137,pref_care,true,true,true,1
1,utopian,8942,apriori,true,true,true,true,0,0,0,0,0.574,0,0,0,0,0,0,responder,0.4713448603262099,proactive,utopian,0.6443877210752311,pref_apriori,true,true,true,1
1,utopian,8943,apriori,true,true,true,true,198,103,1,1,0.990,1,11,0,1,0,0,disruptor,0.6024524682717854,proactive,utopian,0.6568835724993752,pref_apriori,true,true,true,1
1,utopian,8944,epistemic,true,true,true,true,0,0,0,0,0.750,0,0,0,0,0,0,initiator,0.5153148422246917,proactive,utopian,0.5202768066821953,pref_epistemic,true,true,true,1
1,utopian,8945,care,true,true,true,true,0,0,0,0,0.957,0,0,0,0,0,0,disruptor,0.3421868519596578,reactive,utopian,0.40358676516205083,pref_care,true,true,true,1
1,utopian,8946,apriori,true,true,true,true,396,224,0,0,0.399,1,56,1,0,0,0,responder,0.2834713647751659,reactive,utopian,0.6633148145315138,pref_apriori,true,true,true,1
1,utopian,8947,apriori,true,true,true,true,297,184,1,1,0.596,1,74,0,1,0,0,responder,0.5418683893906224,reactive,utopian,0.7852040939566789,pref_apriori,true,true,true,1
1,utopian,8948,care,true,true,true,true,297,259,0,0,0.521,1,223,1,0,0,0,disruptor,0.11823076770127516,reactive,utopian,0.47589218291735325,pref_care,true,true,true,1
1,utopian,8949,legal,true,true,true,true,0,0,0,0,0.598,0,0,0,0,0,0,disruptor,0.8585057583202774,reactive,utopian,0.5712247214286782,pref_legal,true,true,true,1
1,utopian,8950,legal,true,true,true,true,0,0,0,0,0.547,0,0,0,0,0,0,responder,0.09600676256841045,proactive,utopian,0.622571460056806,pref_legal,true,true,true,1
1,utopian,8951,care,true,true,true,true,0,0,0,0,0.949,0,0,0,0,0,0,responder,0.6515280115519878,reactive,utopian,0.6848637740528247,pref_care,true,true,true,1
1,utopian,8952,care,true,true,true,true,0,0,0,0,0.960,0,0,0,0,0,0,disruptor,0.9650825100978387,reactive,utopian,0.5350798335518729,pref_care,true,true,true,1
1,utopian,8953,apriori,true,true,true,true,0,0,0,0,0.981,0,0,0,0,0,0,responder,0.08424564494093678,reactive,utopian,0.49445838264005537,pref_apriori,true,true,true,1
1,utopian,8954,care,true,true,true,true,0,0,0,0,0.623,0,0,0,0,0,0,responder,0.8094444200468086,reactive,utopian,0.6508355041148319,pref_care,true,true,true,1
1,utopian,8955,legal,true,true,true,true,0,0,0,0,0.628,0,0,0,0,0,0,mediator,0.7415067510073327,proactive,utopian,0.7928684904379699,pref_legal,true,true,true,1
1,utopian,8956,apriori,true,true,true,true,198,141,1,1,0.782,2,84,1,1,0,0,responder,0.7050002162483139,proactive,utopian,0.577387054707119,pref_apriori,true,true,true,1
1,utopian,8957,care,true,true,true,true,0,0,0,0,0.438,0,0,0,0,0,0,responder,0.8744101061925963,proactive,utopian,0.6780907740952316,pref_care,true,true,true,1
1,utopian,8958,apriori,true,true,true,true,297,142,0,0,0.920,1,7,1,0,0,0,disruptor,0.9156211477757205,reactive,utopian,0.4978207586158072,pref_apriori,true,true,true,1
1,utopian,8959,care,true,true,true,true,0,0,0,0,0.622,0,0,0,0,0,0,responder,0.7636914146643946,proactive,utopian,0.4158464203156405,pref_care,true,true,true,1
1,utopian,8961,epistemic,true,true,true,true,0,0,0,0,0.441,0,0,0,0,0,0,mediator,0.701819685225098,reactive,utopian,0.460192780073407,pref_epistemic,true,true,true,1
1,utopian,8962,epistemic,true,true,true,true,396,278,1,1,0.945,1,160,0,1,0,0,mediator,0.55012999857759,reactive,utopian,0.4821827966560329,pref_epistemic,true,true,true,1
1,utopian,8963,legal,true,true,true,true,0,0,0,0,0.506,0,0,0,0,0,0,mediator,0.41067977360252295,reactive,utopian,0.6857185670647601,pref_legal,true,true,true,1
1,utopian,8964,legal,true,true,true,true,198,143,1,1,0.675,1,88,0,1,0,0,initiator,0.3742844891948097,reactive,utopian,0.5395944526561482,pref_legal,true,true,true,1
1,utopian,8965,legal,true,true,true,true,0,0,0,0,0.554,0,0,0,0,0,0,mediator,0.5879720755545171,reactive,utopian,0.5026049938298355,pref_legal,true,true,true,1
1,utopian,8966,care,true,true,true,true,99,49,1,1,0.507,1,3,0,1,0,0,mediator,0.11993586870837325,proactive,utopian,0.7894131127312656,pref_care,true,true,true,1
2,utopian,8867,care,true,true,true,true,192,114,0,0,0.804,1,37,1,0,0,0,mediator,0.3243033034314551,proactive,utopian,0.7900383508592494,pref_care,true,true,true,1
2,utopian,8868,apriori,true,true,true,true,577,394,1,1,0.518,2,216,1,1,0,0,disruptor,0.5607195035578171,reactive,utopian,0.5977676208988951,pref_apriori,true,true,true,1
2,utopian,8869,apriori,true,true,true,true,0,0,0,0,0.503,0,0,0,0,0,0,disruptor,0.4748767402468853,reactive,utopian,0.5866331071566759,pref_apriori,true,true,true,1
2,utopian,8870,epistemic,true,true,true,true,0,0,0,0,0.932,0,0,0,0,0,0,disruptor,0.1737050088086416,reactive,utopian,0.7009918110923186,pref_epistemic,true,true,true,1
2,utopian,8871,apriori,true,true,true,true,385,276,0,0,0.463,2,144,2,0,0,0,disruptor,0.4969288284322191,reactive,utopian,0.6202662578170925,pref_apriori,true,true,true,1
2,utopian,8872,apriori,true,true,true,true,0,0,0,0,0.314,0,0,0,0,0,0,responder,0.012386012391390144,reactive,utopian,0.44449497761687345,pref_apriori,true,true,true,1
2,utopian,8873,care,true,true,true,true,0,0,0,0,0.364,0,0,0,0,0,0,mediator,0.4530904157389759,proactive,utopian,0.5917880017751522,pref_care,true,true,true,1
2,utopian,8874,legal,true,true,true,true,195,143,0,0,0.598,2,90,2,0,0,0,responder,0.7982418444414188,reactive,utopian,0.701936323936051,pref_legal,true,true,true,1
2,utopian,8875,legal,true,true,true,true,0,0,0,0,0.633,0,0,0,0,0,0,responder,0.7891325780105004,proactive,utopian,0.696856595295746,pref_legal,true,true,true,1
2,utopian,8876,legal,true,true,true,true,0,0,0,0,0.642,0,0,0,0,0,0,initiator,0.3332294398630453,proactive,utopian,0.6923888578785423,pref_legal,true,true,true,1
2,utopian,8877,epistemic,true,true,true,true,287,210,0,0,0.403,1,133,1,0,0,0,initiator,0.31960921138136356,reactive,utopian,0.4807905296625752,pref_epistemic,true,true,true,1
2,utopian,8878,apriori,true,true,true,true,0,0,0,0,0.442,0,0,0,0,0,0,initiator,0.7633653596053463,proactive,utopian,0.6830216522723442,pref_apriori,true,true,true,1
2,utopian,8879,apriori,true,true,true,true,0,0,0,0,0.567,0,0,0,0,0,0,disruptor,0.8550492914076556,reactive,utopian,0.4866490695408461,pref_apriori,true,true,true,1
2,utopian,8880,epistemic,true,true,true,true,0,0,0,0,0.569,0,0,0,0,0,0,disruptor,0.5263718426997483,proactive,utopian,0.7667412476384554,pref_epistemic,true,true,true,1
2,utopian,8881,legal,true,true,true,true,393,212,0,0,0.810,1,34,1,0,0,0,disruptor,0.9635151231334877,reactive,utopian,0.42101153446173717,pref_legal,true,true,true,1
2,utopian,8883,care,true,true,true,true,294,157,1,1,0.744,2,73,1,1,0,0,initiator,0.04157420302437875,proactive,utopian,0.6576249275127097,pref_care,true,true,true,1
2,utopian,8884,apriori,true,true,true,true,96,75,0,0,0.402,1,55,1,0,0,0,initiator,0.6288940466031789,proactive,utopian,0.5602255929450408,pref_apriori,true,true,true,1
2,utopian,8885,care,true,true,true,true,390,284,1,1,0.460,2,96,1,1,0,0,initiator,0.875856627379076,reactive,utopian,0.4264138137091162,pref_care,true,true,true,1
2,utopian,8886,epistemic,true,true,true,true,291,185,0,0,0.490,1,116,1,0,0,0,disruptor,0.9264985816725219,proactive,utopian,0.4886667875252399,pref_epistemic,true,true,true,1
2,utopian,8887,legal,true,true,true,true,195,92,2,2,0.676,2,25,0,2,0,0,disruptor,0.1100569350405135,reactive,utopian,0.5110888211524746,pref_legal,true,true,true,1
2,utopian,8888,epistemic,true,true,true,true,195,116,0,0,0.875,1,37,1,0,0,0,disruptor,0.018536112534015547,reactive,utopian,0.7724387917634904,pref_epistemic,true,true,true,1
2,utopian,8889,legal,true,true,true,true,0,0,0,0,0.959,0,0,0,0,0,0,mediator,0.4870864334982664,reactive,utopian,0.7162644571013677,pref_legal,true,true,true,1
2,utopian,8890,legal,true,true,true,true,297,172,1,1,0.787,1,48,0,1,0,0,mediator,0.7173138371858178,reactive,utopian,0.6511880645457006,pref_legal,true,true,true,1
2,utopian,8891,epistemic,true,true,true,true,195,86,0,0,0.968,1,5,1,0,0,0,mediator,0.665855022870605,proactive,utopian,0.6589188961538275,pref_epistemic,true,true,true,1
2,utopian,8892,apriori,true,true,true,true,386,205,2,2,0.899,2,84,0,2,0,0,responder,0.38551006000853694,proactive,utopian,0.40596132402375823,pref_apriori,true,true,true,1
2,utopian,8893,apriori,true,true,true,true,390,299,1,1,0.874,1,209,0,1,0,0,responder,0.8494524105710538,proactive,utopian,0.4233267621198875,pref_apriori,true,true,true,1
2,utopian,8895,apriori,true,true,true,true,489,357,0,0,0.977,2,228,1,0,0,1,mediator,0.808451721276682,proactive,utopian,0.5473339494739035,pref_apriori,true,true,true,1
2,utopian,8896,apriori,true,true,true,true,0,0,0,0,0.692,0,0,0,0,0,0,disruptor,0.47887767655625557,proactive,utopian,0.7609284024995437,pref_apriori,true,true,true,1
2,utopian,8898,legal,true,true,true,true,773,410,0,0,0.996,2,67,2,0,0,0,mediator,0.8134785511482383,proactive,utopian,0.7524014712163243,pref_legal,true,true,true,1
2,utopian,8899,epistemic,true,true,true,true,291,164,0,0,0.665,1,43,1,0,0,0,disruptor,0.8887665886635132,reactive,utopian,0.6390800952153027,pref_epistemic,true,true,true,1
2,utopian,8900,care,true,true,true,true,288,87,0,0,0.589,1,1,1,0,0,0,mediator,0.6898618113710725,reactive,utopian,0.6943081745534843,pref_care,true,true,true,1
2,utopian,8901,legal,true,true,true,true,293,202,0,0,0.400,1,116,1,0,0,0,responder,0.5473022245436544,proactive,utopian,0.6995578100774247,pref_legal,true,true,true,1
2,utopian,8902,legal,true,true,true,true,0,0,0,0,0.660,0,0,0,0,0,0,responder,0.4127737968402716,reactive,utopian,0.6829941136655124,pref_legal,true,true,true,1
2,utopian,8903,legal,true,true,true,true,871,584,1,1,0.918,2,264,1,1,0,0,initiator,0.009510635366264508,reactive,utopian,0.5557543473351073,pref_legal,true,true,true,1
2,utopian,8904,legal,true,true,true,true,489,402,1,1,0.582,1,316,0,1,0,0,mediator,0.6792859370733857,reactive,utopian,0.4749144541584287,pref_legal,true,true,true,1
2,utopian,8905,epistemic,true,true,true,true,389,221,2,2,0.510,2,81,0,2,0,0,initiator,0.47953000488381603,reactive,utopian,0.6269756728991716,pref_epistemic,true,true,true,1
2,utopian,8906,apriori,true,true,true,true,775,443,1,1,0.603,1,198,0,1,0,0,responder,0.5408291317633019,proactive,utopian,0.5411656329252054,pref_apriori,true,true,true,1
2,utopian,8908,epistemic,true,true,true,true,0,0,0,0,0.464,0,0,0,0,0,0,initiator,0.6682364620581663,proactive,utopian,0.7398518909656351,pref_epistemic,true,true,true,1
2,utopian,8909,care,true,true,true,true,0,0,0,0,0.871,0,0,0,0,0,0,disruptor,0.4113680434816813,proactive,utopian,0.5269233079817918,pref_care,true,true,true,1
2,utopian,8910,care,true,true,true,true,0,0,0,0,0.575,0,0,0,0,0,0,mediator,0.9171006725584326,reactive,utopian,0.4986661776198025,pref_care,true,true,true,1
2,utopian,8911,care,true,true,true,true,195,174,0,0,0.831,1,155,1,0,0,0,responder,0.4946608475501515,reactive,utopian,0.5270125507085182,pref_care,true,true,true,1
2,utopian,8912,care,true,true,true,true,0,0,0,0,0.796,0,0,0,0,0,0,responder,0.886862646583979,reactive,utopian,0.7594321504974719,pref_care,true,true,true,1
2,utopian,8913,legal,true,true,true,true,382,207,1,1,0.363,2,36,1,1,0,0,initiator,0.12401104245893002,reactive,utopian,0.7046763639421161,pref_legal,true,true,true,1
2,utopian,8914,legal,true,true,true,true,0,0,0,0,0.704,0,0,0,0,0,0,responder,0.35476214874546064,reactive,utopian,0.691818171404971,pref_legal,true,true,true,1
2,utopian,8915,epistemic,true,true,true,true,489,321,1,1,0.977,2,160,1,1,0,0,mediator,0.8741028918570626,proactive,utopian,0.7783123750500606,pref_epistemic,true,true,true,1
2,utopian,8916,legal,true,true,true,true,294,165,0,0,0.517,1,86,1,0,0,0,disruptor,0.045952272468977484,reactive,utopian,0.47631461472085596,pref_legal,true,true,true,1
2,utopian,8917,care,true,true,true,true,96,91,0,0,0.812,1,87,1,0,0,0,mediator,0.41274397458152745,reactive,utopian,0.40155891221282053,pref_care,true,true,true,1
2,utopian,8918,legal,true,true,true,true,192,95,0,0,0.892,1,8,1,0,0,0,disruptor,0.5767534381633752,proactive,utopian,0.726354783952333,pref_legal,true,true,true,1
2,utopian,8920,epistemic,true,true,true,true,0,0,0,0,0.747,0,0,0,0,0,0,responder,0.0007170398335549777,reactive,utopian,0.7141811982573272,pref_epistemic,true,true,true,1
2,utopian,8921,legal,true,true,true,true,192,124,1,1,0.458,2,73,1,1,0,0,initiator,0.9686105235709568,reactive,utopian,0.7104503806734195,pref_legal,true,true,true,1
2,utopian,8922,apriori,true,true,true,true,0,0,0,0,0.670,0,0,0,0,0,0,initiator,0.6831675976026199,reactive,utopian,0.660746653613747,pref_apriori,true,true,true,1
2,utopian,8925,care,true,true,true,true,0,0,0,0,0.439,0,0,0,0,0,0,disruptor,0.8023258730406849,reactive,utopian,0.6502705678275769,pref_care,true,true,true,1
2,utopian,8926,epistemic,true,true,true,true,96,55,0,0,0.666,1,14,1,0,0,0,responder,0.8020905429553498,proactive,utopian,0.7114249147238063,pref_epistemic,true,true,true,1
2,utopian,8927,legal,true,true,true,true,871,532,0,0,0.638,1,194,1,0,0,0,responder,0.014706516168171757,proactive,utopian,0.6782548348353711,pref_legal,true,true,true,1
2,utopian,8928,apriori,true,true,true,true,0,0,0,0,0.590,0,0,0,0,0,0,responder,0.36657589414812486,proactive,utopian,0.7708244606919997,pref_apriori,true,true,true,1
2,utopian,8929,epistemic,true,true,true,true,0,0,0,0,0.529,0,0,0,0,0,0,disruptor,0.8694887754488765,reactive,utopian,0.6998171747927722,pref_epistemic,true,true,true,1
2,utopian,8930,apriori,true,true,true,true,0,0,0,0,0.971,0,0,0,0,0,0,initiator,0.9052385304731201,proactive,utopian,0.46208880620257653,pref_apriori,true,true,true,1
2,utopian,8931,legal,true,true,true,true,0,0,0,0,0.809,0,0,0,0,0,0,responder,0.2776872797311919,proactive,utopian,0.4729793591845738,pref_legal,true,true,true,1
2,utopian,8932,care,true,true,true,true,495,331,0,0,0.430,1,169,1,0,0,0,initiator,0.11501456764492968,proactive,utopian,0.4902907462335222,pref_care,true,true,true,1
2,utopian,8933,legal,true,true,true,true,290,189,0,0,0.451,1,88,1,0,0,0,mediator,0.8354474786542925,proactive,utopian,0.7319133645050229,pref_legal,true,true,true,1
